name,total_points,was_home,GW,strength,enemy_strength_ovr,enemy_attack_ovr,enemy_defence_ovr,bps_last5_mean,clean_sheets_last5_mean,clearances_blocks_interceptions_last5_mean,creativity_last5_mean,defensive_contribution_last5_mean,expected_goal_involvements_last5_mean,expected_goals_conceded_last5_mean,goals_conceded_last5_mean,goals_scored_last5_mean,ict_index_last5_mean,influence_last5_mean,recoveries_last5_mean,tackles_last5_mean,threat_last5_mean,yellow_cards_last5_mean
Pascal Struijk,2,0,18,3,1145,1120,1170,8.6,0.0,8.8,7.16,10.8,0.17,1.65,1.8,0.0,4.48,23.44,5.0,2.0,14.4,0.2
Pascal Struijk,8,0,19,4,1265,1210,1320,11.0,0.0,8.0,11.44,9.8,0.18,1.17,1.4,0.0,4.84,22.96,5.8,1.8,14.2,0.2
Pascal Struijk,8,1,20,3,1135,1100,1170,14.8,0.2,9.0,11.28,10.4,0.15,1.37,1.2,0.0,4.9,24.52,5.6,1.4,13.4,0.2
Pascal Struijk,2,0,21,3,1220,1180,1260,20.0,0.2,9.6,11.18,11.6,0.16,1.31,0.8,0.0,5.36,29.48,5.6,2.0,13.0,0.0
Pascal Struijk,6,1,22,3,1090,1080,1100,14.6,0.2,9.0,7.4,10.2,0.23,1.65,1.4,0.0,4.66,25.48,4.4,1.2,13.8,0.0
Pascal Struijk,4,0,23,3,1130,1130,1130,16.2,0.4,8.2,7.28,9.0,0.16,1.41,1.2,0.0,3.62,24.08,4.2,0.8,4.8,0.0
Pascal Struijk,2,1,24,5,1300,1340,1260,17.0,0.4,9.6,3.22,11.0,0.15,1.39,1.2,0.0,3.38,25.64,4.4,1.4,4.8,0.0
Patrick Dorgu,1,1,1,5,1300,1340,1260,14.5,0.25,9.25,3.93,11.0,0.19,1.25,1.5,0.0,3.65,26.4,4.5,1.75,6.0,0.0
Patrick Dorgu,2,0,2,3,1130,1140,1120,9.0,0.25,7.75,1.8,9.5,0.17,1.19,1.5,0.0,2.77,18.85,3.5,1.75,7.0,0.25
Patrick Dorgu,1,0,4,4,1305,1230,1380,11.25,0.25,5.5,2.25,7.25,0.08,1.02,0.75,0.0,2.25,13.65,3.25,1.75,6.5,0.25
Patrick Dorgu,5,1,5,3,1180,1140,1220,8.0,0.0,4.75,14.38,7.5,0.12,1.55,1.5,0.0,4.2,15.2,3.0,2.75,12.5,0.25
Patrick Dorgu,0,0,6,3,1175,1110,1240,9.25,0.0,2.5,20.75,5.5,0.2,1.51,1.5,0.0,5.12,17.55,2.5,3.0,13.0,0.25
Patrick Dorgu,5,0,11,3,1175,1150,1200,7.6,0.0,3.0,16.82,5.8,0.16,1.59,1.6,0.0,4.34,15.76,3.0,2.8,10.8,0.4
Patrick Dorgu,1,1,12,3,1100,1110,1090,11.6,0.2,4.0,19.88,6.2,0.18,1.43,1.4,0.0,4.64,16.6,3.0,2.2,10.0,0.4
Patrick Dorgu,5,0,17,3,1185,1170,1200,10.2,0.2,3.6,21.5,6.2,0.2,1.12,1.4,0.0,4.8,16.56,3.2,2.6,10.0,0.4
Patrick Dorgu,17,1,18,3,1160,1170,1150,14.8,0.2,4.0,20.16,6.8,0.2,0.92,1.2,0.0,5.04,22.0,3.4,2.8,8.2,0.4
Patrick Dorgu,2,1,19,3,1070,1050,1090,20.0,0.4,5.0,18.06,7.4,0.16,1.07,1.0,0.2,6.08,28.36,3.4,2.4,14.4,0.4
Patrick Dorgu,1,0,20,3,1145,1100,1190,22.0,0.4,4.2,24.48,6.6,0.2,0.92,0.8,0.2,6.92,29.48,3.4,2.4,15.4,0.2
Patrick Dorgu,5,0,21,3,1095,1090,1100,17.4,0.2,3.2,26.04,6.2,0.19,1.0,1.0,0.2,7.04,28.8,4.0,3.0,15.6,0.2
Patrick Dorgu,15,1,22,4,1250,1210,1290,24.6,0.2,3.2,36.96,6.6,0.23,1.0,1.2,0.2,9.34,37.4,5.6,3.4,19.0,0.2
Patrick Dorgu,8,0,23,5,1375,1400,1350,27.4,0.4,2.8,31.48,6.0,0.28,0.79,0.8,0.4,9.52,38.04,6.6,3.2,25.6,0.2
Pau Torres,2,0,2,3,1175,1110,1240,22.25,0.25,1.5,35.28,5.0,0.29,0.69,1.0,0.25,8.77,30.6,7.25,3.5,21.75,0.25
Pau Torres,4,1,7,3,1055,1010,1100,21.5,0.25,1.5,28.42,5.0,0.3,0.7,1.0,0.25,8.22,31.3,8.0,3.5,22.25,0.25
Pau Torres,2,0,8,3,1175,1150,1200,26.25,0.25,3.75,22.35,7.0,0.28,0.58,1.0,0.25,8.07,36.2,8.5,3.25,22.0,0.0
Pau Torres,8,1,9,4,1250,1210,1290,20.5,0.25,4.0,5.82,6.5,0.19,0.71,0.75,0.25,4.97,27.4,7.0,2.5,16.25,0.0
Pau Torres,1,0,10,4,1265,1210,1320,18.25,0.25,5.0,2.45,6.5,0.07,0.89,0.75,0.0,2.57,19.8,5.0,1.5,3.25,0.0
Pau Torres,6,1,11,3,1150,1100,1200,16.2,0.2,5.6,2.02,6.8,0.05,0.94,1.0,0.0,2.58,20.88,4.2,1.2,2.6,0.0
Pau Torres,4,0,12,3,1145,1100,1190,19.6,0.4,5.8,0.94,6.6,0.01,1.02,0.8,0.0,2.12,18.76,3.2,0.8,1.2,0.0
Pau Torres,6,1,13,3,1070,1050,1090,19.0,0.4,5.4,0.74,6.2,0.0,1.29,0.8,0.0,2.1,19.64,3.6,0.8,0.4,0.0
Pau Torres,-1,0,14,3,1160,1110,1210,21.8,0.6,5.6,1.14,6.4,0.03,1.24,0.6,0.0,2.32,20.04,3.8,0.8,1.8,0.0
Pau Torres,5,1,15,5,1300,1340,1260,14.8,0.4,5.4,1.04,6.8,0.03,1.44,1.2,0.0,2.28,19.84,4.2,1.4,1.8,0.0
Pau Torres,2,1,22,3,1100,1110,1090,16.6,0.4,4.6,1.24,6.2,0.03,1.59,1.0,0.0,2.14,17.44,5.0,1.6,2.6,0.0
Pau Torres,6,0,23,3,1220,1180,1260,13.0,0.2,4.8,3.5,6.8,0.04,1.37,1.2,0.0,2.52,19.08,5.4,2.0,2.6,0.0
Pau Torres,2,1,24,3,1135,1100,1170,13.2,0.4,4.4,3.54,5.8,0.09,1.42,1.0,0.0,2.22,13.12,4.2,1.4,5.4,0.0
Pedro Lomba Neto,3,1,1,3,1165,1150,1180,10.5,0.25,4.5,3.65,6.0,0.07,1.66,1.25,0.0,2.15,12.8,4.0,1.5,5.0,0.0
Pedro Lomba Neto,7,0,2,3,1075,1050,1100,15.0,0.5,3.5,12.88,5.5,0.17,1.27,0.5,0.0,3.2,11.4,4.25,1.0,7.5,0.0
Pedro Lomba Neto,3,1,3,3,1090,1080,1100,19.0,0.5,2.5,17.15,4.75,0.3,0.99,0.5,0.25,4.87,17.5,3.25,1.0,14.0,0.0
Pedro Lomba Neto,2,0,4,3,1175,1110,1240,20.25,0.75,2.25,22.35,4.5,0.33,0.95,0.25,0.25,5.2,16.05,2.5,0.5,13.5,0.0
Pedro Lomba Neto,1,0,5,3,1205,1150,1260,19.0,0.5,1.0,30.9,4.5,0.36,0.79,0.75,0.25,6.47,17.9,2.75,0.75,16.0,0.0
Pedro Lomba Neto,2,1,6,3,1150,1090,1210,15.8,0.4,0.8,24.72,3.8,0.29,0.64,0.6,0.2,5.18,14.32,2.4,0.6,12.8,0.0
Pedro Lomba Neto,2,1,7,4,1230,1170,1290,13.2,0.2,0.8,20.64,3.0,0.23,0.72,0.8,0.2,4.6,12.48,1.6,0.6,13.0,0.0
Pedro Lomba Neto,12,0,8,3,1130,1110,1150,8.0,0.2,1.0,17.44,3.4,0.13,0.88,0.8,0.0,3.06,5.24,2.0,0.4,8.0,0.0
Pedro Lomba Neto,8,1,9,3,1100,1100,1100,14.8,0.2,0.6,22.76,3.0,0.27,1.23,0.8,0.2,5.34,16.8,2.0,0.4,13.8,0.0
Pedro Lomba Neto,3,0,10,3,1175,1150,1200,17.8,0.2,0.4,19.22,2.4,0.21,1.18,0.6,0.2,4.68,18.44,1.8,0.2,9.0,0.0
Pedro Lomba Neto,9,1,11,3,1070,1050,1090,17.8,0.4,0.4,22.98,3.4,0.34,1.19,0.6,0.2,6.08,20.4,2.6,0.4,17.2,0.0
Pedro Lomba Neto,8,0,12,3,1095,1090,1100,24.6,0.6,0.2,25.9,4.0,0.55,0.99,0.4,0.4,7.34,28.0,3.4,0.4,19.2,0.0
Pedro Lomba Neto,2,1,13,5,1300,1340,1260,29.0,0.8,0.0,31.08,3.6,0.64,0.77,0.2,0.6,9.72,36.04,3.2,0.4,29.8,0.2
Pedro Lomba Neto,2,0,15,3,1220,1240,1200,20.4,0.6,0.6,20.42,4.4,0.51,0.6,0.4,0.4,7.06,23.2,3.2,0.6,26.8,0.2
Pedro Lomba Neto,6,1,16,3,1100,1110,1090,17.8,0.8,0.6,29.3,4.4,0.58,0.65,0.2,0.4,8.32,22.52,3.2,0.6,31.2,0.4
Pedro Lomba Neto,2,0,17,3,1220,1180,1260,21.6,0.8,0.8,31.3,4.6,0.51,0.84,0.2,0.4,8.18,25.52,3.0,0.8,24.8,0.4
Pedro Lomba Neto,2,1,18,3,1145,1150,1140,17.0,0.6,0.8,30.68,4.8,0.35,1.29,0.6,0.2,7.56,18.68,3.4,0.6,26.2,0.4
Pedro Lomba Neto,2,0,20,4,1305,1230,1380,14.6,0.4,0.8,31.1,5.2,0.29,1.44,1.0,0.0,6.02,12.4,3.6,0.8,16.6,0.2
Pedro Lomba Neto,5,0,21,3,1130,1140,1120,14.6,0.4,0.6,30.56,5.2,0.31,1.39,1.0,0.0,5.9,12.92,3.8,0.8,15.4,0.2
Pedro Lomba Neto,3,1,22,3,1135,1100,1170,16.6,0.2,1.0,22.28,5.4,0.29,1.34,1.4,0.0,4.9,11.72,3.4,1.0,14.8,0.0
Pedro Lomba Neto,3,0,23,3,1205,1150,1260,16.4,0.2,0.8,22.04,5.2,0.27,1.44,1.4,0.0,4.46,8.72,3.6,0.8,13.8,0.0
Pedro Porro Sauceda,6,1,1,3,1055,1010,1100,16.5,0.25,1.0,20.35,5.0,0.26,1.23,1.25,0.0,3.95,8.8,3.0,1.0,10.25,0.0
Pedro Porro Sauceda,5,0,2,4,1305,1230,1380,18.75,0.5,1.5,23.45,5.0,0.28,1.16,0.75,0.0,4.3,11.55,3.25,1.25,8.0,0.0
Pedro Porro Sauceda,4,1,3,3,1150,1100,1200,23.0,0.75,2.25,31.02,5.0,0.25,1.3,0.5,0.0,5.32,14.1,3.5,1.25,8.0,0.25
Pedro Porro Sauceda,6,0,4,3,1075,1050,1100,20.0,0.75,4.25,27.2,7.0,0.19,1.39,0.25,0.0,4.77,16.7,4.0,1.5,3.75,0.25
Pedro Porro Sauceda,1,0,5,3,1160,1110,1210,22.75,0.75,4.75,28.28,6.75,0.22,1.16,0.25,0.0,5.17,18.9,4.0,2.0,4.25,0.25
Pedro Porro Sauceda,7,0,7,3,1145,1100,1190,20.0,0.6,4.8,28.06,6.8,0.19,1.19,0.6,0.0,5.16,19.48,3.8,2.0,3.8,0.2
Pedro Porro Sauceda,1,1,8,3,1145,1150,1140,17.8,0.4,6.0,20.08,8.0,0.14,1.34,0.8,0.0,4.3,18.28,3.8,2.0,4.4,0.2
Pedro Porro Sauceda,11,0,9,3,1130,1130,1130,15.8,0.2,5.4,18.22,7.4,0.1,1.1,1.2,0.0,3.98,18.16,4.2,2.0,3.2,0.0
Pedro Porro Sauceda,2,1,10,3,1180,1140,1220,21.4,0.4,4.6,20.38,6.6,0.15,1.09,1.0,0.0,4.4,20.6,4.2,2.0,2.8,0.0
Pedro Porro Sauceda,2,1,11,3,1135,1100,1170,15.2,0.2,4.4,14.38,5.8,0.08,1.42,1.2,0.0,3.26,16.88,3.6,1.4,1.6,0.0
Pedro Porro Sauceda,1,1,13,3,1090,1080,1100,14.8,0.2,4.0,10.36,5.2,0.07,1.21,1.0,0.0,2.6,14.6,3.8,1.2,1.2,0.0
Pedro Porro Sauceda,1,0,14,3,1220,1180,1260,15.6,0.2,3.2,19.84,4.6,0.17,0.97,1.2,0.0,3.92,17.32,4.2,1.4,2.2,0.0
Pedro Porro Sauceda,5,1,15,3,1135,1100,1170,15.6,0.2,4.4,16.58,5.8,0.17,1.31,1.2,0.0,3.8,19.4,3.4,1.4,2.2,0.0
Pedro Porro Sauceda,0,0,16,3,1130,1110,1150,12.6,0.2,4.4,20.44,5.8,0.13,1.06,1.2,0.0,4.1,16.96,3.4,1.4,3.8,0.2
Pedro Porro Sauceda,1,1,17,4,1230,1170,1290,11.4,0.2,4.8,20.8,6.8,0.14,1.08,1.6,0.0,4.42,19.36,3.6,2.0,3.8,0.4
Pedro Porro Sauceda,6,0,18,3,1205,1150,1260,11.6,0.2,5.2,26.04,7.4,0.17,1.15,1.8,0.0,5.44,22.24,4.0,2.2,6.0,0.4
Pedro Porro Sauceda,10,0,19,3,1175,1110,1240,12.2,0.4,4.8,19.06,6.6,0.09,1.32,1.4,0.0,4.22,18.16,4.4,1.8,4.8,0.4
Pedro Porro Sauceda,4,1,20,3,1100,1100,1100,16.4,0.6,4.4,20.08,7.0,0.09,1.08,1.0,0.0,4.24,17.84,5.2,2.6,4.4,0.4
Pedro Porro Sauceda,0,0,21,3,1220,1240,1200,15.6,0.4,4.4,21.24,7.6,0.1,1.12,1.2,0.0,4.56,20.04,5.6,3.2,4.2,0.2
Pedro Porro Sauceda,4,1,22,3,1075,1050,1100,16.6,0.4,4.4,23.74,7.4,0.13,0.91,1.2,0.0,4.86,19.4,5.6,3.0,5.4,0.2
Pedro Porro Sauceda,1,0,23,3,1095,1090,1100,20.6,0.4,3.6,35.12,6.6,0.19,1.32,1.2,0.0,6.38,24.0,5.6,3.0,4.6,0.2
Phil Foden,12,1,4,3,1135,1100,1170,20.25,0.25,4.0,40.05,7.5,0.22,1.32,1.5,0.0,7.3,27.9,5.0,3.5,5.0,0.25
Phil Foden,3,0,5,5,1375,1400,1350,21.75,0.25,2.75,40.95,8.0,0.29,1.49,1.5,0.25,8.4,32.2,6.25,2.5,10.75,0.25
Phil Foden,1,1,6,3,1055,1010,1100,18.75,0.5,2.25,31.18,7.25,0.25,1.55,1.25,0.25,6.6,25.8,5.5,1.75,9.0,0.25
Phil Foden,3,0,7,3,1175,1110,1240,21.5,0.5,1.75,41.58,7.5,0.25,1.33,0.75,0.25,7.82,26.7,6.0,1.25,10.0,0.25
Phil Foden,3,1,8,3,1100,1110,1090,19.0,0.75,1.75,28.55,8.5,0.25,0.87,0.25,0.25,5.95,17.8,5.5,1.25,13.25,0.25
Phil Foden,1,0,9,3,1185,1170,1200,20.0,0.8,1.6,35.94,8.2,0.32,0.86,0.2,0.2,6.48,16.84,5.2,1.4,12.0,0.2
Phil Foden,4,1,10,3,1150,1100,1200,16.6,0.6,1.4,52.42,6.8,0.38,0.72,0.4,0.0,7.64,13.28,3.8,1.6,10.6,0.4
Phil Foden,3,1,11,4,1230,1170,1290,19.2,0.4,0.6,61.68,6.0,0.42,0.71,0.6,0.0,9.14,16.52,4.0,1.4,13.2,0.6
Phil Foden,2,0,12,3,1220,1180,1260,19.8,0.6,0.8,52.34,5.6,0.42,0.77,0.4,0.0,7.94,15.4,3.2,1.6,11.6,0.4
Phil Foden,15,1,13,3,1095,1080,1110,17.8,0.4,0.6,48.88,5.0,0.48,1.06,0.8,0.0,7.12,12.96,3.0,1.4,9.8,0.4
Phil Foden,17,0,14,3,1130,1140,1120,23.2,0.2,0.6,42.5,4.0,0.53,1.2,1.2,0.4,8.72,25.68,2.4,1.0,19.6,0.4
Phil Foden,12,1,15,3,1100,1100,1100,31.8,0.2,1.4,28.8,5.2,0.55,1.18,1.8,0.8,9.18,37.56,2.6,1.2,26.0,0.2
Phil Foden,11,0,16,3,1205,1150,1260,34.6,0.4,1.4,25.36,5.0,0.72,1.17,1.6,1.0,10.0,43.44,2.4,1.2,31.6,0.0
Phil Foden,3,1,17,3,1075,1050,1100,39.0,0.4,1.4,24.82,6.6,0.71,1.4,1.6,1.2,11.14,52.28,3.6,1.6,34.8,0.0
Phil Foden,2,0,18,3,1130,1110,1150,40.8,0.6,1.4,27.74,6.6,0.62,1.15,1.2,1.2,11.76,54.2,3.6,1.6,35.6,0.0
Phil Foden,3,0,19,3,1145,1120,1170,33.4,0.6,1.6,26.36,7.4,0.57,0.95,1.0,0.8,9.92,40.76,4.2,1.6,32.0,0.0
Phil Foden,2,1,20,3,1180,1140,1220,24.8,0.8,0.8,28.02,6.0,0.54,0.98,0.2,0.4,7.92,25.64,4.2,1.0,25.6,0.0
Phil Foden,2,1,21,3,1150,1090,1210,18.6,0.6,1.0,31.82,5.8,0.38,1.19,0.4,0.2,6.92,16.48,4.0,0.8,21.0,0.0
Phil Foden,1,0,22,3,1205,1150,1260,14.2,0.4,0.6,34.76,4.4,0.41,1.05,0.6,0.0,5.96,7.52,3.4,0.4,17.4,0.0
Piero Hincapié,2,1,12,3,1165,1130,1200,13.5,0.25,0.75,34.6,4.5,0.43,1.06,0.75,0.0,5.95,7.0,3.5,0.25,18.0,0.0
Piero Hincapié,1,0,13,3,1190,1160,1220,12.5,0.25,1.5,28.12,4.5,0.27,0.94,0.75,0.0,4.45,7.5,3.75,0.5,9.0,0.0
Piero Hincapié,8,1,14,3,1135,1100,1170,9.75,0.0,2.5,18.98,4.75,0.25,0.94,1.0,0.0,3.32,9.35,4.0,1.0,5.0,0.25
Piero Hincapié,3,0,15,3,1185,1170,1200,15.75,0.25,4.25,6.93,6.75,0.18,0.59,0.75,0.0,2.07,13.5,4.5,1.5,0.5,0.25
Piero Hincapié,4,1,16,3,1070,1050,1090,15.0,0.25,6.75,1.38,8.75,0.12,0.84,1.0,0.0,2.2,20.25,5.0,2.0,0.5,0.25
Piero Hincapié,10,0,17,3,1130,1130,1130,14.8,0.2,7.6,3.92,9.4,0.1,0.75,1.0,0.0,2.74,22.36,5.0,1.8,1.2,0.2
Piero Hincapié,1,1,18,3,1150,1090,1210,19.0,0.4,9.2,4.06,11.0,0.1,0.78,0.8,0.0,3.22,26.6,4.2,1.8,1.6,0.2
Piero Hincapié,2,1,19,3,1145,1150,1140,19.2,0.4,8.8,4.22,11.0,0.01,0.79,0.8,0.0,3.24,26.16,3.6,2.2,2.0,0.2
Piero Hincapié,1,0,20,3,1220,1240,1200,16.2,0.2,8.0,7.14,10.2,0.04,1.25,1.0,0.0,3.48,25.2,4.0,2.2,2.4,0.2
Piero Hincapié,1,1,21,4,1230,1170,1290,15.0,0.2,6.4,10.08,8.4,0.05,1.11,1.0,0.0,3.4,20.72,2.8,2.0,3.2,0.2
Piero Hincapié,0,1,23,3,1135,1100,1170,13.2,0.2,4.6,7.62,6.6,0.05,1.06,0.8,0.0,2.56,15.2,2.2,2.0,2.8,0.2
Piero Hincapié,6,0,24,3,1145,1100,1190,6.6,0.0,2.8,7.76,4.8,0.05,1.11,1.2,0.0,2.0,10.24,2.2,2.0,2.0,0.2
Quilindschy Hartman,1,0,1,3,1175,1150,1200,5.75,0.0,3.0,8.98,4.5,0.06,1.17,1.25,0.0,2.07,9.85,2.0,1.5,2.0,0.0
Quilindschy Hartman,6,1,2,3,1100,1100,1100,1.5,0.0,3.25,7.82,4.5,0.03,1.08,1.75,0.0,1.85,8.8,1.25,1.25,2.0,0.0
Quilindschy Hartman,1,0,3,3,1205,1150,1260,6.75,0.25,3.5,5.75,5.5,0.03,0.92,1.25,0.0,1.82,11.05,2.0,2.0,1.5,0.0
Quilindschy Hartman,4,1,4,4,1230,1170,1290,6.0,0.25,4.75,5.75,7.0,0.05,1.79,2.0,0.0,2.35,15.15,2.25,2.25,2.75,0.0
Quilindschy Hartman,2,1,5,3,1100,1100,1100,10.0,0.25,7.5,7.75,10.0,0.05,2.29,1.75,0.0,3.0,19.55,2.5,2.5,2.75,0.0
Quilindschy Hartman,3,0,6,4,1305,1230,1380,10.0,0.2,6.6,15.66,9.0,0.1,2.05,1.6,0.0,4.06,20.92,2.0,2.4,4.0,0.0
Quilindschy Hartman,4,0,7,3,1185,1170,1200,11.6,0.2,6.4,15.6,9.0,0.12,1.87,1.6,0.0,4.46,23.96,1.8,2.6,5.0,0.2
Quilindschy Hartman,6,1,8,3,1095,1080,1110,8.8,0.0,5.8,20.7,7.4,0.15,1.99,2.0,0.0,5.0,24.32,2.0,1.6,5.0,0.2
Quilindschy Hartman,7,0,9,3,1085,1050,1120,13.6,0.2,5.2,20.52,7.2,0.13,1.79,1.4,0.0,4.78,23.68,1.8,2.0,3.6,0.2
Quilindschy Hartman,1,1,10,5,1300,1340,1260,15.8,0.2,3.4,23.1,5.0,0.25,1.81,1.6,0.0,5.5,27.4,1.8,1.6,4.6,0.2
Quilindschy Hartman,1,0,11,3,1075,1050,1100,15.2,0.2,3.2,15.1,4.8,0.19,2.07,1.8,0.0,4.24,24.56,2.0,1.6,2.8,0.2
Quilindschy Hartman,1,1,12,3,1180,1140,1220,15.6,0.2,3.2,17.32,4.8,0.17,2.2,1.6,0.0,4.1,21.84,3.0,1.6,1.8,0.0
Quilindschy Hartman,3,0,13,3,1175,1110,1240,15.2,0.2,4.4,15.04,6.2,0.15,2.27,1.6,0.0,3.86,20.48,3.8,1.8,3.0,0.0
Quilindschy Hartman,2,1,14,3,1165,1150,1180,11.6,0.0,5.0,17.12,7.0,0.15,2.36,2.2,0.0,4.26,22.04,4.6,2.0,3.2,0.0
Quilindschy Hartman,4,1,16,3,1090,1080,1100,9.0,0.0,4.4,15.92,6.6,0.05,1.97,2.0,0.0,3.5,15.8,4.8,2.2,3.0,0.0
Radu Drăgușin,1,1,24,4,1250,1210,1290,9.5,0.0,5.0,18.08,7.25,0.06,1.86,2.0,0.0,3.87,16.7,5.75,2.25,3.75,0.0
Rayan Aït-Nouri,9,0,1,3,1085,1050,1120,10.0,0.0,5.33,16.6,7.67,0.05,1.79,2.0,0.0,3.83,17.27,5.67,2.33,4.33,0.0
Rayan Aït-Nouri,1,1,2,3,1165,1130,1200,17.67,0.33,6.33,13.97,10.33,0.05,1.4,1.33,0.0,3.93,22.47,4.0,4.0,2.67,0.0
Rayan Aït-Nouri,0,0,3,3,1160,1110,1210,15.67,0.33,4.0,10.33,6.33,0.04,0.41,0.33,0.0,2.7,14.4,2.67,2.33,2.33,0.0
Rayan Aït-Nouri,2,0,24,3,1175,1150,1200,11.33,0.33,4.67,8.9,7.67,0.17,0.98,0.67,0.0,2.53,14.33,2.67,3.0,2.33,0.33
Rayan Cherki,1,1,2,3,1165,1130,1200,11.33,0.33,4.67,8.9,7.67,0.17,0.98,0.67,0.0,2.53,14.33,2.67,3.0,2.33,0.33
Rayan Cherki,10,1,10,3,1150,1100,1200,11.0,0.25,3.75,13.05,7.75,0.24,0.89,1.0,0.0,3.1,14.35,2.75,3.25,3.75,0.25
Rayan Cherki,1,1,11,4,1230,1170,1290,12.25,0.0,1.5,17.18,5.5,0.35,0.93,1.25,0.0,4.22,17.4,2.75,2.5,7.75,0.25
Rayan Cherki,7,0,12,3,1220,1180,1260,12.25,0.0,1.5,19.82,6.0,0.43,0.95,1.25,0.0,4.82,17.4,2.75,2.5,11.25,0.25
Rayan Cherki,12,1,15,3,1100,1100,1100,19.0,0.0,0.25,26.28,5.0,0.38,0.94,1.25,0.0,6.0,16.5,3.0,1.75,17.25,0.0
Rayan Cherki,6,0,16,3,1205,1150,1260,24.8,0.2,0.2,39.3,5.2,0.55,0.89,1.0,0.0,8.62,24.44,3.6,1.4,22.4,0.0
Rayan Cherki,4,1,17,3,1075,1050,1100,28.6,0.4,0.2,42.66,4.8,0.49,1.14,0.6,0.0,9.1,27.52,4.0,0.6,20.8,0.0
Rayan Cherki,13,0,18,3,1130,1110,1150,26.8,0.6,0.4,52.72,4.6,0.5,1.16,0.4,0.0,9.48,23.08,4.0,0.2,19.0,0.0
Rayan Cherki,5,0,19,3,1145,1120,1170,37.0,0.6,0.6,58.66,5.4,0.65,1.23,0.6,0.2,12.04,35.72,4.2,0.6,25.8,0.0
Rayan Cherki,4,1,20,3,1180,1140,1220,36.6,0.8,1.2,57.1,7.4,0.71,0.94,0.2,0.2,11.92,38.48,4.8,1.4,23.4,0.0
Rayan Cherki,3,1,23,3,1070,1050,1090,28.6,0.6,1.2,43.18,8.6,0.52,1.15,0.4,0.2,9.12,28.16,5.8,1.6,19.8,0.0
Rayan Cherki,8,0,24,3,1175,1150,1200,24.6,0.6,1.4,38.38,8.8,0.53,0.81,0.4,0.2,8.44,22.72,5.6,1.8,23.2,0.0
Reece James,5,1,1,3,1165,1150,1180,23.5,0.5,1.5,27.9,9.75,0.53,0.82,0.5,0.25,7.77,23.3,6.25,2.0,26.5,0.0
Reece James,4,0,5,3,1205,1150,1260,17.5,0.75,2.75,29.38,10.0,0.31,0.84,0.25,0.0,5.57,11.75,7.0,1.75,14.5,0.25
Reece James,3,1,6,3,1150,1090,1210,15.5,0.5,3.5,29.88,8.75,0.21,1.09,0.75,0.0,5.42,12.9,6.5,1.5,11.5,0.25
Reece James,4,1,7,4,1230,1170,1290,16.25,0.5,4.5,28.92,7.0,0.22,1.23,1.25,0.0,5.27,15.2,4.0,1.5,8.5,0.5
Reece James,18,0,8,3,1130,1110,1150,18.0,0.25,5.25,30.15,7.75,0.19,1.67,1.5,0.0,5.55,21.0,3.5,2.5,4.25,0.5
Reece James,1,1,9,3,1100,1100,1100,25.0,0.4,4.6,29.72,6.8,0.2,1.81,1.2,0.2,6.82,29.88,3.8,2.2,8.6,0.4
Reece James,7,0,10,3,1175,1150,1200,22.2,0.2,3.4,26.66,6.0,0.19,1.95,1.6,0.2,6.58,30.52,4.2,2.6,8.6,0.2
Reece James,1,0,12,3,1095,1090,1100,24.8,0.4,3.4,23.86,6.0,0.28,1.6,1.2,0.2,6.08,28.68,4.8,2.6,8.2,0.2
Reece James,8,1,13,5,1300,1340,1260,24.4,0.4,2.8,20.5,5.4,0.21,1.2,0.6,0.2,5.32,27.0,5.4,2.6,5.6,0.0
Reece James,6,0,15,3,1220,1240,1200,27.2,0.4,2.2,22.92,4.0,0.23,1.06,0.6,0.2,5.66,27.48,5.4,1.8,6.0,0.0
Reece James,6,1,16,3,1100,1110,1090,21.0,0.4,2.8,18.32,5.2,0.19,0.87,0.6,0.0,3.74,18.04,5.2,2.4,0.8,0.0
Reece James,7,0,17,3,1220,1180,1260,23.6,0.6,3.2,16.32,5.2,0.19,0.82,0.2,0.0,3.62,16.6,4.8,2.0,3.2,0.0
Reece James,6,1,18,3,1145,1150,1140,21.6,0.4,2.4,14.82,4.2,0.11,1.26,0.6,0.2,4.14,21.36,3.2,1.8,5.2,0.0
Reece James,1,0,20,4,1305,1230,1380,26.0,0.4,2.8,24.02,5.8,0.19,1.44,1.0,0.2,5.82,28.48,3.8,3.0,5.8,0.2
Reece James,7,1,22,3,1135,1100,1170,20.6,0.4,3.0,18.16,6.2,0.16,1.39,1.0,0.2,4.7,23.56,4.8,3.2,5.4,0.4
Reece James,6,0,23,3,1205,1150,1260,22.4,0.4,3.2,18.22,6.0,0.16,1.38,1.0,0.2,4.54,21.92,4.6,2.8,5.4,0.4
Reinildo Mandava,6,1,1,3,1075,1050,1100,21.0,0.25,3.5,17.45,6.75,0.16,1.46,1.25,0.25,4.52,24.15,4.25,3.25,3.75,0.5
Reinildo Mandava,3,0,2,3,1095,1090,1100,23.0,0.5,4.5,15.25,7.75,0.11,1.03,0.75,0.0,3.3,17.05,5.0,3.25,0.75,0.5
Reinildo Mandava,1,1,3,3,1135,1100,1170,18.75,0.5,5.5,6.05,8.25,0.02,0.98,0.75,0.0,2.02,14.15,4.0,2.75,0.0,0.25
Reinildo Mandava,6,0,4,3,1205,1150,1260,20.0,0.5,6.25,5.28,9.25,0.02,1.03,0.75,0.0,2.25,15.7,3.0,3.0,1.5,0.25
